470,win,v.,to do better than other people in a game,The team won because they trained and practiced a lot.
471,cloudy,adj.,not clear or easily seen through,The sky over the lake was cloudy and dark.
472,north,adv.,in the direction pointing toward the top of a map,They will travel north on their trip this week.
473,office,n.,a room where people work with desks and chairs,We work in an office above a busy restaurant.
474,plate,n.,a flat dish,Bill needed to clear the plates from the table.
475,police,n.,a person or group of people who help keep others safe,The police were watching some people.
476,south,adv.,in the direction pointing toward the bottom of a map,"If you go south of the US, you will be in Mexico."
477,square,n.,an open area in a town or city where people get together,Our favorite place in the city is this square.
478,street,n.,"a road, usually with buildings on one or both sides",The street is not very busy at this time.
479,tonight,n.,the night of today,Lori’s husband is working late tonight.
480,umbrella,n.,a thing used to stop rain or the sun from getting on you,They shared an umbrella to keep dry.
,,,,
481,burn,v.,to be on fire,The paper is burning.
482,exchange,v.,to give something and get something at the same time,The gentlemen exchange phone numbers.
483,introduce,v.,to make a person known to another person,Jane’s husband introduces her to his handsome friend.
484,offer,v.,to try to give or do something to help someone,"Paul offered the man money, but he was not interested."
485,pardon,v.,"to forgive, often used with me",“Pardon me. Can you tell me how to get to the subway?”
486,popular,adj.,liked by many people,This busy street is a popular place to shop.
487,prepare,v.,to make,The cooks prepare a delicious meal in the restaurant.
488,reason,n.,something that says why something was or was not done,He did not have a reason for arriving late at the theater.
489,shake,v.,to hold and move up and down,The woman shakes Sue’s hand and congratulates her.
490,shy,adj.,quiet and not wanting to talk to others,The young boy is very shy.
491,bell,n.,something that makes a ringing sound when hit,The bell rings when the gate opens.
492,block,n.,a part of a city with streets on all four sides,There are many houses on each block.
493,borrow,v.,to take and use something belonging to another person,Thank you for letting me borrow your math book this week.
494,bowl,n.,a dish with tall sides,I had a big bowl of soup for lunch.
495,confuse,v.,to make it difficult for someone to understand,Math confuses Scott.
496,knock,v.,to hit something with part of your hand,She continued to knock on the door.
497,result,n.,an exam grade; something that is caused by another,John’s doctor was very happy with his test results.
498,seem,v.,to look to be,They seem to be enjoying the funny movie tonight.
499,smart,adj.,good at learning or thinking about things,Chris is a very smart boy.
500,subject,n.,something you study in school,English is the most popular subject at my school.
,,,,
501,active,adj.,doing many things,Children are very active and like to run and jump.
502,believe,v.,to think that something is true,He believes he is a smart boy.
503,environment,n.,"all of the things found in an area, indoors or outdoors",Fresh air is a good reason to live in a clean environment.
504,forest,n.,a big area of trees,The forest seems to be burning.
505,human,n.,a person,The old bridge was built by humans a long time ago.
506,hunt,v.,to look for animals to kill,Some people in North America like to hunt.
507,path,n.,a way to go from one place to another,Both paths take you to the gate of the park.
508,safe,adj.,not dangerous,The gentleman stands in a safe place away from the subway.
509,service,n.,the job of helping visitors at a place like a restaurant,The new restaurant has delicious food and great service.
510,wild,adj.,living or growing without humans’ help,Africa is a popular place to see wild animals.
511,area,n.,a part of a larger place,The people living in this area are very poor.
512,choice,n.,something you can choose,It is your choice. Do you want to go north or south?
513,enter,v.,to go in,She enters through the front gate.
514,important,adj.,having great meaning,The king is the most important piece in the game.
515,lie,v.,to be on your back on the ground or in a bed,She lies in the grass and looks up at the sky.
516,mad,adj.,angry,The woman is mad because someone hit her car.
517,nature,n.,everything in the world that is not made by humans,She likes to take pictures of nature.
518,protect,v.,to keep safe from harm,The umbrella protects the people from the hot sun.
519,shout,v.,to say something very loudly,The shy boy surprised everyone by shouting.
520,usually,adv.,most of the time,People usually shake hands when they introduce themselves.
,,,,
521,amazing,adj.,causing great surprise or wonder,It is amazing that humans walked on the moon.
522,attend,v.,to go to a class or activity,Many students attend this class on protecting the environment.
523,event,n.,"a special, planned activity",There is usually a fun event at the park on a holiday.
524,express,v.,"to say, write, or show thoughts or feelings",Marcy expresses her feelings with her face.
525,grade,n.,a level of study in school,Lesley started first grade today.
526,part,n.,a piece; some but not all,The cheese was cut into eight parts.
527,save,v.,to keep something to use later,She is saving this cake to eat tomorrow.
528,set,v.,to choose something,We need to set a date for our trip.
529,space,n.,an empty area where a person or thing can go,Their new apartment has a lot of space.
530,special,adj.,different from the usual,"The store is offering special, low prices all week."
531,cheer,v.,to shout to show happiness or to make others feel good,The fans are cheering for their favorite baseball team.
532,contest,n.,an event in which there is a winner,Mila and Victor won the dance contest!
533,gift,n.,something given to someone,His gift came in a pretty red box.
534,magazine,n.,a thin book that comes out once a week or month,“The Week” is my favorite news magazine.
535,perform,v.,to do something like singing or acting in front of people,The popular singer performs all over the world.
536,public,n.,(after in) a place where many people can see you,Shy people do not like to speak in public.
537,scene,n.,a part of a play or movie,The scene with the fight is the most exciting part of the play.
538,secret,n.,something that is kept hidden from other people,Greg is telling Jessica a secret. I wonder what it is!
539,stage,n.,the part of a theater where people perform,Many great actors have performed on this stage.
540,unique,adj.,not like anyone or anything else,That man’s hair is unique.
,,,,
541,electricity,n.,something used to give light and make things work,Humans use a lot of electricity.
542,fact,n.,something that is true,South Korea is a country in Asia. That is a fact.
543,fold,v.,to bend one part of something over another part,She folds her clothes to make more space for them.
544,key,n.,an object used to lock or unlock a door or to start a car,I usually keep my house key in a secret place.
545,mind,v.,"to be unhappy about something, usually used with not",She does not mind if you borrow her car.
546,power,n.,something you cannot see that is used to make things work,They turned the power off for a special event.
547,sock,n.,a soft piece of clothing that covers the foot,Jessica gave Holly socks for her birthday.
548,solve,v.,to find the answer,He has to choose the correct path to solve the puzzle.
549,stick,v.,to attach to something,Marsha sticks special notes on the door for her husband.
550,traffic,n.,cars on the road,It is not safe to drive in this area. There is too much traffic.
551,advice,n.,an opinion about what someone should or should not do,He gives them advice about saving money.
552,case,n.,a small box or bag,Max will buy a larger pencil case when he is in the sixth grade.
553,exam,n.,a test,He takes an exam to attend the new school.
554,happen,v.,to take place,The car crash happened in front of the theater.
555,lazy,adj.,not wanting to work or move,"John is smart, but he is very lazy."
556,message,n.,information that is sent or given to someone,Gary received an important message last night.
557,stupid,adj.,dumb; foolish,Riding down the rocks in the toy car is a stupid idea.
558,succeed,v.,to do well; to do what you tried to do,Pam’s family is happy that she succeeded in school.
559,terrible,adj.,very bad,Dan got a terrible grade on his exam.
560,upset,adj.,worried; not happy,She is upset because she cannot find the book she needs.
,,,,
561,airplane,n.,a flying machine,The airplane flies through the sky.
562,airport,n.,a place where airplanes arrive and leave,The airplane arrived at the airport early.
563,culture,n.,the way of life of a group of people,Melissa went to Japan to learn about its unique culture.
564,decide,v.,to make a choice,She decided to wear the blue shirt to the event.
565,leave,v.,to go away from,They are leaving their office to go home.
566,modern,adj.,of the latest kind,I saw Jeff’s modern house in a magazine.
567,order,v.,to ask for food or drink at a restaurant,They took the waiter’s advice and ordered fish for dinner.
568,sand,n.,very tiny pieces of rock,Olivia wrote a message in the sand.
569,spot,n.,"an area, place, or location",The beach is a popular spot in the summer.
570,strange,adj.,different from what is usual,The strange animal looks like it is dancing.
571,bill,n.,a piece of paper money,Josh folds the bills before he puts them in his pocket.
572,blow,v.,to move something with air,Kerri blows the seeds into the air.
573,century,n.,one hundred years,Bob was born one century ago.
574,custom,n.,the usual way of doing something in a culture,It is a custom in many countries to give birthday gifts.
575,experience,v.,"to see, feel, or do something",They want to experience sleeping in nature.
576,international,adj.,happening in or between two or more countries,Many people attended the international meeting.
577,island,n.,a piece of land in the middle of water,There is no electricity on the island.
578,journey,n.,a long trip,They are going on a journey through the sand.
579,meal,n.,food that is prepared and eaten,She made a terrible meal. No one liked it.
580,return,v.,to come back after being away,We are always happy to return home.
,,,,
581,actually,adv.,in fact,"Actually, we do not mind waiting for you at the airport."
582,camp,v.,to sleep outside in a tent,They camped on an island.
583,collect,v.,to bring things together into one group,She collects shells that she finds in the sand.
584,form,v.,to make,He forms a pot with his hands.
585,kick,v.,to hit something with your foot,Lee kicked the ball to Henry.
586,reach,v.,to stretch out the arm to touch or get with your hand,She reaches for the baby.
587,review,v.,to look at or study something again,The students review their notes for the exam.
588,simple,adj.,easy,He solved a simple problem.
589,soccer,n.,a sport in which a ball is kicked into a goal to win a point,Soccer is a popular sport in many cultures.
590,symbol,n.,a shape with a special meaning,A heart shape is a symbol of love.
591,allow,v.,to let someone do something,Her parents allow her to have a strange hair color.
592,bat,n.,a flying animal that hunts at night,The bat returns to the forest to hunt for food.
593,exercise,v.,to move the body as a way to get healthy,They decided to exercise in the park.
594,force,v.,to make people do things they do not want to do,Wayne’s mom forced him to eat all of his meal.
595,leaf,n.,the flat green part of a plant,Each kind of plant has unique leaves.
596,member,n.,a person in a group or club,All of the members wear the same clothing.
597,real,adj.,actually happening; being what it looks like,He looks at the bill to see if it is real.
598,sign,n.,a flat board or paper with a message on it,Follow the sign to the international airport.
599,step,v.,to move your foot up and put it down in a different spot,Sarah stepped on the stones to cross the river.
600,treat,n.,something nice that you do not eat or do often,They enjoy a treat after school.
,,,,
601,afraid,adj.,feeling fear,Marta is afraid of bats.
602,fair,adj.,good for everyone,They made a fair exchange.
603,focus,v.,to put all of your thoughts on one thing,He focuses on the yellow spot in the center.
604,foreign,adj.,from a different country,Kate went on a journey to a foreign country in Africa.
605,habit,n.,"something you do often, usually without thinking about it",Drinking soda is a terrible habit.
606,invent,v.,to make something for the first time,Nathan invented a robot that can solve puzzles.
607,language,n.,the words and symbols used by people of one country or area,I cannot read the sign. It is in a foreign language.
608,nation,n.,a country,Switzerland is a small nation.
609,still,adj.,not moving,The woman is very still.
610,wise,adj.,knowing the right things to do,My grandfather gives good advice because he is wise.
611,audience,n.,a group of people watching an event or show,The audience waits for the movie to begin.
612,college,n.,a school where students study after high school,Susan attends a college with many international students.
613,comfortable,adj.,feeling relaxed,She is comfortable on her new sofa.
614,honest,adj.,good and saying things that are true,Nick is very honest. He returned the money he found.
615,imagine,v.,to think of things that are not real,The little girl imagines she is a big person in a small world.
616,level,n.,an amount of something,They watched as the water level continued to go up.
617,sentence,n.,a set of words that make a statement or question,"Mrs. Hays was upset with Tom, so she made him write sentences."
618,stress,n.,worry caused by problems in your life,She is under a lot of stress from her job.
619,suddenly,adv.,very quickly,"Suddenly, a storm blew sand across the road."
620,topic,n.,a subject people talk or write about,The teacher wrote the topic on the board.
,,,,
621,add,v.,to put one thing with another thing or things,She adds salt to her meal.
622,blind,adj.,not able to see,The dog helps the blind man.
623,button,n.,a small round thing used to close an opening in clothing,Casey’s grandmother collects buttons.
624,create,v.,to make something,He creates a unique piece of art with leaves on the top.
625,memory,n.,something from the past that is remembered,They have great memories of their trip to the island.
626,prince,n.,the son of a king or queen,Katherine married a real prince.
627,string,n.,a long thread used to keep things together,The clerk put a string around the gift.
628,thick,adj.,having a large distance from top to bottom,She borrowed a lot of thick books at college.
629,tight,adj.,fitting close to the body,Max is not comfortable wearing this tight shirt.
630,tradition,n.,a custom that has been around for a long time,"In some cultures, it is a tradition to paint eggs."
631,board,n.,"a flat, wide piece of wood","They invented a simple, outdoor game using a board."
632,brain,n.,the part of the body inside your head,The picture focuses on the man’s brain.
633,celebrate,v.,to do something special for an important event,The members of the soccer team celebrate after the game.
634,especially,adv.,in a way that is greater than usual,He is especially smart for his age.
635,hole,n.,an opening that something can pass through,There is a hole in the wall.
636,item,n.,a thing that is usually part of a group,There are many items in the box.
637,match,v.,to look similar to something,Stacy’s boots match her umbrella.
638,princess,n.,the daughter of a king or queen,She imagines she is a princess.
639,social,adj.,having a need to be with others,Diane is very social. She has many friends.
640,tear,v.,to pull something into parts,The angry man tears the paper in half.
,,,,
641,cross,v.,to go from one side to the other,They are especially careful when they cross a busy road.
642,finally,adv.,after a long time,The long meeting finally finished.
643,follow,v.,to go after; to do what a person or thing says,The baby is following close to its mother.
644,heat,v.,to make something hot,He lighted the fire to heat the cold room.
645,rainbow,n.,a curved line of colors in the sky,There are two rainbows in the sky.
646,spread,v.,to open or place something so that it covers a large area,She is spreading the blanket on the grass.
647,tired,adj.,needing rest or sleep,Nancy was so tired that she fell asleep in English class.
648,tower,n.,a tall and narrow building,Seeing the Eiffel Tower is one of the best memories of my trip.
649,unit,n.,one part of something,The topic of this math unit is difficult.
650,vote,v.,to make a choice for or against a person or thing,The audience voted for the best singer.
651,climb,v.,to go up or down using your feet and hands,Pam likes to exercise by climbing the wall.
652,describe,v.,to talk about what something is like,She is describing the result on the board.
653,energy,n.,power; the ability to be active,The dog has a lot of energy. He plays all day.
654,engine,n.,the part of a car that makes power for it to move,Al reaches into the engine to fix the problem.
655,field,n.,a grassy area that has no trees or buildings,Bob’s neighbor allows him to hunt in his field.
656,include,v.,to have a person or thing as part of a group,"Our new team members include Joe, Min, and Brian."
657,perfect,adj.,not having anything wrong,Marvin received a perfect score on his college exam.
658,rise,v.,to move upward,The airplane rises in the sky.
659,shape,n.,the outline of something,The cookie is in the shape of a heart.
660,stone,n.,a small rock,Meg added two new stones to her collection.
,,,,
661,bake,v.,to make something and cook it in an oven,Mom is baking some muffins.
662,communicate,v.,to share thoughts and feelings with another person,The man and woman communicate well at work.
663,deliver,v.,to take something to a person or place,He delivers the box to the woman.
664,direct,v.,to tell an actor or a group of actors what to do,The woman in the middle is directing the movie.
665,goal,n.,something you are trying to do,He reached his goal of climbing to the top of the mountain.
666,history,n.,events in the past,The pyramids in Egypt are an important part of history.
667,inform,v.,to let others know about something,Ed informed the man that he got the job.
668,mail,n.,letters or packages sent to others,He collects the mail in the afternoon.
669,march,v.,to walk as a group in step with each other,The band is marching down the street.
670,whole,adj.,all of something,I do not want one piece of pizza. I want to eat the whole thing!
671,appear,v.,to be seen,The actress will appear in the play every night this week.
672,community,n.,a group of people living in the same area,Alice lives in a very nice community.
673,festival,n.,a special party with events to celebrate something,People in India throw colors at each other during the Holi festival.
674,interview,v.,to ask someone many questions,Jill was interviewed for an important job at an international airport.
675,million,adj.,"of the number 1,000,000",The bag is filled with a million dollars.
676,newspaper,n.,a set of large papers with stories about true events,The newspaper describes events around the world.
677,report,v.,to give news on television or in a newspaper,Maria is reporting the event while it is happening.
678,sport,n.,an active game with rules that people play,The three children like different sports.
679,support,v.,to show you like and want to help a person or group,They are supporting William during this difficult time.
680,uniform,n.,the clothing worn by members of a group,The workers wear different uniforms for their jobs.
,,,,
681,brave,adj.,not afraid,The brave man returns to the fire to save more people.
682,goat,n.,a small animal that lives on a farm or in the mountains,The goat is crossing the field.
683,hang,v.,to place something so that it is held at the top,They hang their clothes on the line to dry.
684,ice,n.,frozen water,We put ice in our drinks to cool them.
685,insect,n.,a small animal with six legs,The insect is especially beautiful.
686,raise,v.,to care for an animal or plant as it grows,He spreads food on the ground for the chickens he is raising.
687,roll,v.,to turn over and over,He rolls the snowball across the yard.
688,sore,adj.,hurting,She is putting something cold on her sore arm.
689,tent,n.,a covered place to sleep outside,The children will sleep in tents.
690,village,n.,a very small town,A story about this village appeared in the newspaper.
691,accident,n.,a sudden bad event in which someone might be hurt,Dennis had an accident riding his bicycle. He hurt his leg.
692,adventure,n.,an exciting experience,They had a fun adventure on their vacation.
693,corn,n.,a vegetable with many small yellow seeds,The corn looks delicious and fresh. I cannot wait to eat it.
694,develop,v.,to create something over time,They developed a plan to meet their goal.
695,medicine,n.,something that helps a sick person or animal,This medicine will make your head feel better.
696,own,v.,to pay for something so it belongs to you,They own a house in a beautiful community.
697,product,n.,something that is made or grown and sold,She is trying to decide which product to buy.
698,quite,adv.,very,The tower is quite tall.
699,roof,n.,the top covering on a building,He is fixing a hole in the roof.
700,rope,n.,a very thick and strong string,The children are pulling on the rope.
,,,,
701,carrot,n.,an orange vegetable that grows under the ground,We raised carrots in our garden.
702,cause,v.,to make something happen,He caused the pieces to fall over.
703,experiment,v.,to try something new,Kelly enjoys experimenting with colors.
704,fry,v.,to cook in oil,He heats the pan and then fries food in it.
705,ground,n.,the land under your feet,The newspaper lies on the ground.
706,kill,v.,to end a life,I felt sad when I killed the insect on my desk.
707,mix,v.,to put two or more things together,I like to mix different kinds of vegetables when I cook.
708,possible,adj.,able to be done,"Mary said we could not climb to the top, but I knew it was possible."
709,pot,n.,"a deep, round container used for cooking",The corn is cooking in a pot.
710,proud,adj.,feeling good about something done,His parents are proud of him for completing college.
711,lay,v.,to put something down carefully,Ricky is laying the boards on the floor.
712,list,n.,a number of items that are needed,I made a list of things I need to buy at the store.
713,main,adj.,most important,We drove through the village on the main road.
714,mark,n.,a symbol or shape drawn on something,He made a mark in the box next to his answer.
715,mistake,n.,something that is not correct,Does the teacher know she made a mistake?
716,price,n.,the amount that something costs,The woman is looking at the price of the shirt.
717,several,adj.,more than two but not many,There are several goats near the tree.
718,share,v.,to allow someone to use or enjoy something of yours,Marcus shares the tent with his sister.
719,soil,n.,dirt,Carrots and other vegetables grow in the soil.
720,taste,v.,to get the flavor of food in the mouth,The cook tastes the food a final time before it is served.
,,,,
721,awful,adj.,very bad,Sam was not proud of the awful smell coming from his shoes.
722,crazy,adj.,very strange,"Susan’s hair looks really crazy, and she has an interview today!"
723,huge,adj.,very large,I will give you a million dollars if you eat this huge hamburger.
724,moment,n.,a short period of time,I mixed the vegetables and then fried them for a few moments.
725,odd,adj.,strange or different,Lewis’s choice of hair color is quite odd.
726,pour,v.,to fill a container with something to drink,Please pour some water for me. I do not want any ice.
727,regret,v.,to feel sorry about something that you did or did not do,She regrets missing the last bus home. It was a big mistake.
728,steal,v.,to take something without someone saying you can,"We do not share our food with our cat, but she tries to steal it."
729,thief,n.,someone who steals,Lucy saw a thief trying to climb into her neighbor’s window.
730,tough,adj.,strong,Max was the toughest man in our village.
731,chance,n.,an opportunity to do something,Mia and Phil got the chance to go on a European adventure.
732,extra,adj.,more than is usual,I have added extra cheese to make the pasta taste better.
733,hall,n.,a large open space in a building,It was possible to have a large party in the grand hall.
734,immediately,adv.,right away,The workers came immediately after the accident.
735,intend,v.,to want or plan to do,"For good health, she intends to eat several carrots every day."
736,mention,v.,"to talk or write about something, often quickly",Jude forgot to mention that he had to leave class early.
737,reaction,n.,the way someone acts or feels after something happens,It was a mistake to tell Jim the news. His reaction was very bad.
738,score,v.,to win a point in a game,Jose scored the winning goal at last night’s game.
739,search,v.,to look for,Alex searched the sky for the cause of the noise.
740,worse,adj.,more terrible than other things,There is nothing worse than cleaning the floor.
,,,,
741,bit,n.,a small piece or amount,I broke the chocolate into bits so I could share it with my friends.
742,common,adj.,usual; happening or seen often,Colds are quite common in the winter.
743,diet,n.,the food that someone usually eats,I intend to have a healthier diet by eating more fruit.
744,evidence,n.,something that shows something else is true,The police found evidence that Chris was the thief.
745,fit,adj.,strong and healthy,They stay fit by running whenever possible.
746,limit,v.,to keep at a low level or keep from getting larger,She has little money and must limit how much she spends.
747,physical,adj.,of the body,Playing sports is a good way to get physical exercise.
748,poison,n.,something that can make you sick if eaten or drunk,The symbol on the bottle says that it is poison.
749,sale,n.,the act of selling something for money,There is a nice house for sale in my neighborhood.
750,type,n.,a kind or variety,Bakeries usually sell several different types of bread.
751,amount,n.,how much there is of something,Make sure to use the right amount of oil to fry the food.
752,cure,n.,something that makes sick people better,The new cure made John feel better almost immediately.
753,disease,n.,a sickness,A disease made the tree’s leaves turn brown.
754,medical,adj.,of medicine; treating people who are sick or hurt,"If you often have awful headaches, you should get medical help."
755,necessary,adj.,needed,"When getting ready for a trip, take only what is necessary."
756,produce,v.,to make or cause,Cars produce a lot of problems for the environment.
757,reduce,v.,"to make smaller in size, number, or amount",The store has reduced its prices on everything.
758,serious,adj.,having important or dangerous possible results,We saw a serious car accident this afternoon.
759,source,n.,a person or thing that gives what is wanted or needed,This river is the main source of water for many animals.
760,supply,v.,to give someone something so they can use it,My father supplies carrots to a restaurant in our town.
,,,,
761,castle,n.,a large home where a king or queen usually lives,Jim learned that it was common to find huge castles in the past.
762,decision,n.,a choice,Tim made the decision to eat the carrots to be healthier.
763,empire,n.,a kingdom,The Roman Empire included several hundred towns and cities.
764,explore,v.,to look at something in a careful way to learn about it,"The woman, who is alone, loves to explore nature."
765,flight,n.,a trip on an airplane,Max and Shelly shared a flight to Mexico City last summer.
766,guard,v.,to watch in order to protect,Our dog Rover is guarding the house at the moment.
767,incredible,adj.,very good,This book mentions how incredible the beaches are in Hawaii.
768,serve,v.,to give someone food in a restaurant or at home,They serve many types of food at this restaurant.
769,skin,n.,the outer part that covers humans and animals,"For beautiful skin, a healthy diet and good habits are necessary."
770,southern,adj.,being in or toward the south,The man regretted not visiting southern California last summer.
771,admire,v.,to like and think good things about others,I admire my mother more than anyone else.
772,ancient,adj.,very old,This city in Peru is evidence of an ancient culture.
773,attractive,adj.,looking or sounding nice,Jess is looking for an attractive dress for her party.
774,giant,adj.,very large,They had the chance to ride on a giant elephant at the zoo.
775,pack,v.,to put items into a bag or suitcase to take somewhere,She needs to limit the items she is packing in her suitcase.
776,prefer,v.,to like something more than something else,Gabby prefers to eat fresh fruit instead of junk food.
777,rent,v.,to pay money to use a thing that belongs to someone else,They rent a nice house for a small amount of money.
778,respect,v.,to think someone is special and important,It is necessary to respect your teachers by listening during class.
779,view,v.,to look at or watch something,Ron viewed the odd artwork in the museum.
780,wave,v.,to move your hand to say hello or goodbye,He waved goodbye to his parents before going back to college.
,,,,
781,base,v.,to use as the starting point for something,This incredible show was based on a story by a famous writer.
782,character,n.,a person in a book or movie,The main character in my favorite TV show is a very small girl.
783,clever,adj.,very smart,Sasha’s cat is very clever. It can use the computer!
784,enemy,n.,someone who hates you,"Helen and I used to be friends, but she is my enemy now."
785,length,n.,how long something is from one end to the other,She wants to know the length of the piece of wood.
786,promise,v.,to tell someone that you will do something for sure,Rodney promised not to tell Connie’s secret.
787,quality,n.,how good or bad something is,Sam makes attractive clothes of good quality.
788,regularly,adv.,often,He regularly helps his dad put away the clean towels.
789,survive,v.,to stay alive,"Lost in the forest, Bob survived by living like ancient humans."
790,title,n.,a name of something like a book or movie,The title of her book is “The Ancient Castle.”
791,adult,n.,someone who is fully grown,The adult I respect the most is my mother.
792,classic,adj.,of good quality and popular for a long time,Jason enjoys driving classic cars. He owns several of them.
793,desert,v.,to leave a place so it is empty,They deserted the building after the terrible fire.
794,discover,v.,to find,She is trying to discover a cure for a serious disease.
795,female,adj.,being a girl or woman,Mrs. Jennings prefers to visit a female doctor.
796,flow,v.,to move like water,This river flows from east to west.
797,mystery,n.,something strange and not understood,That strange light in the forest is a mystery.
798,opinion,n.,a belief about something,"It is just my opinion, but this store is the best one in the mall."
799,pleasure,n.,a feeling of happiness,She finds pleasure in lying in the field and looking at the sky.
800,publish,v.,to make books or magazines for sale,The group worked together to publish the story.
,,,,
801,cough,v.,"to force air out through your throat, often when sick",Christine usually coughs a lot when she is sick.
802,crowd,n.,a large group of people,The crowd found pleasure in watching a really great game.
803,curious,adj.,wanting to know about something,Tim was curious to see what was inside the attractive red box.
804,disappear,v.,not to be seen or found,Jacob’s picture will disappear when it starts to rain.
805,edge,n.,the part of something where it ends or starts,Susan stood at the edge of the cliff and looked down.
806,guide,n.,someone who directs others on a trip,Our guide in Paris showed us many incredible places.
807,local,adj.,from the place where you live,We prefer to buy our food from the local market.
808,machine,n.,something that does work using moving parts,She put a small amount of clothes into the washing machine.
809,native,n.,a person who was born or grew up in a certain place,Maya is a native of a city in southern Michigan.
810,smoke,n.,the cloud of gases that is made by fire,Thick black smoke rose from the burning truck.
811,avenue,n.,a wide street,We will go down this avenue for a few blocks before turning.
812,expect,v.,to think something is likely to happen,"It is cloudy, so Tim expects it to rain."
813,explain,v.,to make something easy to understand,They explained their opinions about the plan to their boss.
814,rub,v.,to press with the fingers and move them from side to side,Kate rubbed lotion onto her baby’s skin.
815,shine,v.,to produce bright light,The sun shines through the trees every morning.
816,strength,n.,great physical power,Rocco trains hard to build his strength and stay healthy.
817,suggest,v.,to say that something is good or a good idea,She asked him to suggest a medicine for her cough.
818,tour,n.,a journey to see several places,We went on a tour of England and saw many famous places.
819,western,adj.,of or from the west,It is a mystery why this western town is deserted.
820,wheel,n.,something round which moves by turning,The wheels on our car needed a bit more air.
,,,,
821,cloth,n.,something used to make clothes,This store has a lot of good-quality cloth for sale.
822,equal,adj.,of the same size or number,We cut the cake into equal pieces.
823,fail,v.,not to succeed,Simon regretted not working hard when he failed the test.
824,FALSE,adj.,not true,"He thought the story was based on fact, but it was false."
825,goods,n.,things which are made and sold,She found many goods at the local market.
826,increase,v.,to make bigger or more,"As time passed, the tree increased in size."
827,penny,n.,a coin equal to one cent in the US,She has saved a lot of pennies to buy a new toy.
828,separate,v.,not to be joined,Kelly separated the bottles into different types for recycling.
829,total,n.,the number of everything counted,There is a total of three fruits: two oranges and one apple.
830,wrap,v.,to cover with something,Marisa promised to wrap Katy’s gift before the party.
831,appreciate,v.,to understand the importance of a person or thing,Everyone appreciates Ted’s hard work on the project.
832,avoid,v.,to stay away from,Sarah avoided Sam so she did not have to talk to him.
833,convenient,adj.,easy to do and time- saving,"The local stores stay open all night, which is very convenient."
834,customer,n.,someone who buys goods or services from a store,Mark explains the difference between the items to his customer.
835,destroy,v.,to cause something to end or not be of use anymore,We did not expect the road to be destroyed in the storm.
836,disappointed,adj.,unhappy because something is not as you expected,Her father was disappointed that she had failed her exams.
837,medium,adj.,of a size between big and small,Most customers prefer the medium-sized cakes at Kara’s bakery.
838,pattern,n.,colors or shapes which are repeated on something,They prefer paper with a simple pattern to cover their bedroom walls.
839,trick,v.,to make someone believe something that is not true,Jenny tricked me when she put salt in my coffee.
840,value,n.,how much something costs,The value of houses has increased by ten percent this year.
,,,,
841,beat,v.,to win a game or contest over someone else,Michelle regularly beat her husband at the video game.
842,conduct,v.,to organize and do an event or activity,The experiment John conducted produced unexpected results.
843,confident,adj.,believing that you are able to do something well,We are confident that we can increase our test scores.
844,lead,v.,to show people the way to go,The tour guide is leading the people to the castle.
845,lift,v.,to move to a higher place,"To develop his strength, Ralph lifted weights every day."
846,male,adj.,being a man or boy,Mr. Garcia was the first male teacher I had ever had.
847,muscle,n.,a body part that works to move arms and legs,Matt exercises his muscles for a total of three hours a day.
848,speed,n.,how fast something moves,He was disappointed that his speed was too slow for him to win.
849,stretch,v.,to pull or move until tight,Heather stretches her legs before her dance class begins.
850,trouble,n.,a problem or difficulty,Drivers had trouble seeing the other cars on the avenue.
851,captain,n.,a person who is the leader of a team,Anton is the captain of our soccer team this year.
852,challenge,n.,something that is difficult to do,"It is a challenge for Shelly to wake up early, so she is often late."
853,complete,v.,to finish something,Sally completed her work carefully to avoid any mistakes.
854,encourage,v.,to help someone feel confident,The teacher encouraged her student to continue writing her story.
855,noon,n.,12 o’clock in the daytime,The next class starts at noon and ends at 2:00 p.m.
856,position,n.,the place where a person or thing is,Jen’s position near the front of the room allows her to hear well.
857,race,n.,a contest to decide who is the fastest,It is necessary for everyone to begin the race together.
858,record,n.,the highest or best result ever in an activity,He held the record as the first person to climb this mountain.
859,skill,n.,the ability to do something well,It takes a bit of skill to wrap a gift well. Jenny is really good at it.
860,wing,n.,one of the body parts that birds and insects use to fly,The bird could not fly because it had a broken wing.
,,,,
861,certain,adj.,believing something strongly,Sally is certain her customers will enjoy her food.
862,discuss,v.,to talk with someone about something,The students discussed their troubles with their teacher.
863,edit,v.,to look at something carefully and correct any mistakes,Pamela had not expected that she would need to edit her story.
864,gather,v.,to bring things or people together,My family usually gathers on my grandfather’s birthday.
865,image,n.,a picture,Gail is confident that she can draw realistic images of clothes.
866,material,n.,something needed to do an activity,It was a challenge to gather all the materials for my art class.
867,positive,adj.,thinking good things,Positive students can complete work quickly and easily.
868,role,n.,a part or job someone has in an activity or event,Laura was respected for her role as team captain.
869,screen,n.,the part of a computer that shows images and words,The man touched the screen to check his email.
870,technology,n.,any type of useful machine invented by science,Mrs. Jensen encouraged her students to use technology.
871,attack,v.,to try to hurt physically or say hurtful things,"When the computer stopped working, Sheryl wanted to attack it!"
872,available,adj.,able to be used,There are seats available in the back for people who are late.
873,career,n.,what a person does for his or her job,You can choose any career you want. There are so many!
874,connect,v.,to join something with something else,Marvin connects a big screen to his dad’s computer.
